send_time,dev_id,packet,recv_time,gw_dev_id
0.0,0,0x557c90080ce0,0.087295999,2
0.112895999,1,0x557c90080dd0,0.215551998,2
1800.0,0,0x557c8ff98ee0,1800.092415999,2
1800.225791998,1,0x557c900768e0,1800.3182079970002,2
3600.0,0,0x557c8ff658e0,3600.1077759990003,2
3600.3386879970003,1,0x557c8ffcfa00,3600.4208639959998,2
5400.0,0,0x557c90075150,5400.092415999,2
5400.4515839959995,1,0x557c8ffb5060,5400.564479995,2
