sim_time,dev_id,packet
0.087295999,2,0x557c90080ce0
0.215551998,2,0x557c90080dd0
1800.092415999,2,0x557c8ff98ee0
1800.318207997,2,0x557c900768e0
3600.107775999,2,0x557c8ff658e0
3600.420863996,2,0x557c8ffcfa00
5400.092415999,2,0x557c90075150
5400.564479995,2,0x557c8ffb5060
